t,residuo_euler,residuo_imex
2.52,2.731148640577885e-14,5.81756864903582e-14
2.525,2.4091839634365897e-14,2.886579864025407e-14
2.5300000000000002,3.108624468950438e-14,3.8413716652030416e-14
2.535,1.7763568394002505e-14,4.39648317751562e-14
2.54,2.886579864025407e-14,2.8754776337791554e-14
2.545,4.8183679268731794e-14,2.7977620220553945e-14
2.5500000000000003,2.8754776337791554e-14,8.260059303211165e-14
2.555,4.3520742565306136e-14,7.482903185973555e-14
2.56,4.440892098500626e-14,5.995204332975845e-14
2.565,3.186340080674199e-14,3.68594044175552e-14
2.57,3.497202527569243e-14,5.3734794391857577e-14
2.575,3.1308289294429414e-14,4.440892098500626e-14
2.58,4.374278717023117e-14,6.52811138479592e-14
2.585,6.061817714453355e-14,3.3306690738754696e-14
2.59,3.8968828164342995e-14,5.007105841059456e-14
2.595,3.241851231905457e-14,5.040412531798211e-14
2.6,2.1538326677728037e-14,2.3425705819590803e-14
2.605,4.9960036108132044e-14,4.4297898682543746e-14
2.61,2.5757174171303632e-14,6.339373470609644e-14
2.615,1.6431300764452317e-14,5.051514762044462e-14
2.62,3.441691376337985e-14,8.282263763703668e-14
2.625,4.063416270128073e-14,5.262457136723242e-14
2.63,4.0190073491430667e-14,5.0959236830294685e-14
2.6350000000000002,3.6415315207705135e-14,4.596323321948148e-14
2.64,5.684341886080802e-14,3.7969627442180354e-14
2.645,1.7541523789077473e-14,4.796163466380676e-14
2.65,3.6415315207705135e-14,4.529709940470639e-14
2.6550000000000002,2.731148640577885e-14,5.3512749786932545e-14
2.66,2.9753977059954195e-14,6.88338275267597e-14
2.665,3.2085445411667024e-14,6.45039577307216e-14
2.67,4.707345624410664e-14,3.530509218307998e-14
2.6750000000000003,3.241851231905457e-14,3.108624468950438e-14
2.68,3.419486915845482e-14,4.39648317751562e-14
2.685,4.773959005888173e-14,7.116529587847253e-14
2.69,2.5646151868841116e-14,4.363176486776865e-14
2.695,2.886579864025407e-14,5.029310301551959e-14
2.7,3.019806626980426e-14,2.4980018054066022e-14
2.705,3.9968028886505635e-14,4.7406523151494184e-14
2.71,2.5757174171303632e-14,6.250555628639631e-14
2.715,3.108624468950438e-14,3.752553823233029e-14
2.72,3.175237850427948e-14,6.850076061937216e-14
2.725,3.26405569239796e-14,4.596323321948148e-14
2.73,4.0190073491430667e-14,2.0761170560490427e-14
2.735,2.098321516541546e-14,2.0761170560490427e-14
2.74,3.4861002973229915e-14,2.298161660974074e-14
2.745,3.108624468950438e-14,3.907985046680551e-14
2.75,5.706546346573305e-14,5.5289106626332796e-14
2.755,4.596323321948148e-14,4.4853010194856324e-14
2.7600000000000002,5.4067861299245124e-14,4.063416270128073e-14
2.765,5.573319583618286e-14,4.596323321948148e-14
2.77,3.319566843629218e-14,6.050715484207103e-14
2.775,4.4853010194856324e-14,4.0745185003743245e-14
2.7800000000000002,2.864375403532904e-14,3.7969627442180354e-14
2.785,3.2085445411667024e-14,4.263256414560601e-14
2.79,2.7422508708241367e-14,5.262457136723242e-14
2.795,2.942091015256665e-14,4.951594689828198e-14
2.8000000000000003,3.297362383136715e-14,5.750955267558311e-14
2.805,2.353672812205332e-14,5.473399511402022e-14
2.81,3.186340080674199e-14,5.1736392947532295e-14
2.815,1.587618925213974e-14,3.3306690738754696e-14
2.82,3.752553823233029e-14,4.4075854077618715e-14
2.825,4.285460875053104e-14,3.497202527569243e-14
2.83,4.263256414560601e-14,6.23945339839338e-14
2.835,3.7969627442180354e-14,7.16093850883226e-14
2.84,5.706546346573305e-14,4.8627768478581856e-14
2.845,4.951594689828198e-14,3.730349362740526e-14
2.85,3.6193270602780103e-14,3.4861002973229915e-14
2.855,1.9761969838327786e-14,5.750955267558311e-14
2.86,4.1744385725905886e-14,5.5289106626332796e-14
2.865,2.708944180085382e-14,3.9968028886505635e-14
2.87,3.907985046680551e-14,3.064215547965432e-14
2.875,4.5852210917018965e-14,2.7755575615628914e-14
2.88,2.842170943040401e-14,4.063416270128073e-14
2.8850000000000002,4.884981308350689e-14,3.086420008457935e-14
2.89,3.108624468950438e-14,4.218847493575595e-14
2.895,4.196643033083092e-14,3.2862601528904634e-14
2.9,4.18554080283684e-14,3.8413716652030416e-14
2.9050000000000002,3.019806626980426e-14,4.063416270128073e-14
2.91,3.2307490016592055e-14,5.81756864903582e-14
2.915,4.1522341120980855e-14,4.241051954068098e-14
2.92,2.8199664825478976e-14,5.917488721252084e-14
2.9250000000000003,3.552713678800501e-14,5.1736392947532295e-14
2.93,1.7541523789077473e-14,6.328271240363392e-14
2.935,3.9745984281580604e-14,1.149080830487037e-13
2.94,3.574918139293004e-14,3.8191672047105385e-14
2.945,3.019806626980426e-14,4.707345624410664e-14
2.95,4.474198789239381e-14,5.928590951498336e-14
2.955,2.4980018054066022e-14,3.697042672001771e-14
2.96,3.3306690738754696e-14,4.474198789239381e-14
2.965,3.419486915845482e-14,4.807265696626928e-14
2.97,2.55351295663786e-14,5.739853037312059e-14
2.975,1.887379141862766e-14,4.263256414560601e-14
2.98,2.90878432451791e-14,6.639133687258436e-14
2.985,5.240252676230739e-14,3.774758283725532e-14
2.99,3.8413716652030416e-14,3.375077994860476e-14
2.995,4.551914400963142e-14,5.5844218138645374e-14
3.0,5.972999872483342e-14,4.8183679268731794e-14
3.005,3.9968028886505635e-14,2.609024107869118e-14
3.0100000000000002,3.930189507173054e-14,4.8960835385969403e-14
3.015,3.6637359812630166e-14,3.419486915845482e-14
3.02,2.6867397195928788e-14,4.463096558993129e-14
3.025,2.9976021664879227e-14,3.108624468950438e-14
3.0300000000000002,4.374278717023117e-14,3.241851231905457e-14
3.035,3.8191672047105385e-14,4.196643033083092e-14
3.04,3.6193270602780103e-14,4.440892098500626e-14
3.045,3.630429290524262e-14,5.684341886080802e-14
3.0500000000000003,4.829470157119431e-14,4.063416270128073e-14
3.055,3.708144902248023e-14,4.107825191113079e-14
3.06,4.474198789239381e-14,6.106226635438361e-14
3.065,3.6415315207705135e-14,5.906386491005833e-14
3.0700000000000003,2.6423307986078726e-14,3.5860203695392556e-14
3.075,3.9968028886505635e-14,4.0967229608668276e-14
3.08,5.551115123125783e-14,6.38378239159465e-14
3.085,3.885780586188048e-14,5.3290705182007514e-14
3.09,4.39648317751562e-14,3.952393967665557e-14
3.095,3.530509218307998e-14,5.773159728050814e-14
3.1,1.7208456881689926e-14,3.574918139293004e-14
3.105,2.731148640577885e-14,2.2093438190040615e-14
3.11,5.639932965095795e-14,4.218847493575595e-14
3.115,3.6637359812630166e-14,3.574918139293004e-14
3.12,3.68594044175552e-14,4.1744385725905886e-14
3.125,4.929390229335695e-14,5.728750807065808e-14
3.13,3.397282455352979e-14,4.3520742565306136e-14
3.1350000000000002,3.7969627442180354e-14,5.1181281435219717e-14
3.14,5.484501741648273e-14,3.375077994860476e-14
3.145,2.6645352591003757e-14,7.749356711883593e-14
3.15,1.7541523789077473e-14,6.17284001691587e-14
3.1550000000000002,4.063416270128073e-14,8.260059303211165e-14
3.16,2.142730437526552e-14,6.328271240363392e-14
3.165,2.6423307986078726e-14,3.352873534367973e-14
3.17,2.7533531010703882e-14,4.529709940470639e-14
3.1750000000000003,3.1530333899354446e-14,7.327471962526033e-14
3.18,5.639932965095795e-14,6.417089082333405e-14
3.185,5.484501741648273e-14,5.81756864903582e-14
3.19,2.6867397195928788e-14,6.572520305780927e-14
3.1950000000000003,3.2085445411667024e-14,6.861178292183467e-14
3.2,4.3298697960381105e-14,5.972999872483342e-14
3.205,3.68594044175552e-14,7.438494264988549e-14
3.21,2.930988785010413e-14,6.039613253960852e-14
3.215,3.808064974464287e-14,3.2085445411667024e-14
3.22,4.9960036108132044e-14,5.1514348342607263e-14
3.225,3.574918139293004e-14,4.618527782440651e-14
3.23,2.930988785010413e-14,5.218048215738236e-14
3.235,3.9745984281580604e-14,3.852473895449293e-14
3.24,5.617728504603292e-14,7.549516567451064e-14
3.245,4.218847493575595e-14,3.9745984281580604e-14
3.25,4.3076653355456074e-14,3.319566843629218e-14
3.255,3.375077994860476e-14,4.1300296516055823e-14
3.2600000000000002,4.39648317751562e-14,3.952393967665557e-14
3.265,3.419486915845482e-14,5.81756864903582e-14
3.27,3.1308289294429414e-14,4.04121180963557e-14
3.275,3.26405569239796e-14,4.75175454539567e-14
3.2800000000000002,3.26405569239796e-14,5.129230373768223e-14
3.285,3.2307490016592055e-14,2.708944180085382e-14
3.29,3.5083047578154947e-14,4.529709940470639e-14
3.295,3.375077994860476e-14,6.328271240363392e-14
3.3000000000000003,4.873879078104437e-14,1.028066520802895e-13
3.305,4.6407322429331543e-14,4.440892098500626e-14
3.31,4.796163466380676e-14,4.674038933671909e-14
3.315,3.141931159689193e-14,4.707345624410664e-14
3.3200000000000003,4.241051954068098e-14,6.772360450213455e-14
3.325,4.929390229335695e-14,3.319566843629218e-14
3.33,2.4424906541753444e-14,5.651035195342047e-14
3.335,4.8183679268731794e-14,5.162537064506978e-14
3.34,3.863576125695545e-14,6.084022174945858e-14
3.345,2.731148640577885e-14,3.3861802251067274e-14
3.35,3.6637359812630166e-14,7.638334409421077e-14
3.355,4.8405723873656825e-14,5.3290705182007514e-14
3.36,4.851674617611934e-14,7.027711745877241e-14
3.365,2.8199664825478976e-14,4.674038933671909e-14
3.37,1.5987211554602254e-14,5.540012892879531e-14
3.375,4.8627768478581856e-14,4.8405723873656825e-14
3.38,1.9317880628477724e-14,5.46229728115577e-14
3.3850000000000002,4.951594689828198e-14,6.372680161348399e-14
3.39,3.352873534367973e-14,6.750155989720952e-14
3.395,3.319566843629218e-14,5.861977570020827e-14
3.4,3.2862601528904634e-14,4.374278717023117e-14
3.4050000000000002,5.81756864903582e-14,6.161737786669619e-14
3.41,3.175237850427948e-14,4.54081217071689e-14
3.415,4.9182879990894435e-14,5.384581669432009e-14
3.42,4.8405723873656825e-14,8.149037000748649e-14
3.4250000000000003,4.4853010194856324e-14,6.45039577307216e-14
3.43,3.8413716652030416e-14,6.750155989720952e-14
3.435,3.885780586188048e-14,4.363176486776865e-14
3.44,4.285460875053104e-14,4.218847493575595e-14
3.4450000000000003,4.75175454539567e-14,3.6637359812630166e-14
3.45,4.0967229608668276e-14,1.0080825063596421e-13
3.455,3.8413716652030416e-14,6.938893903907228e-14
3.46,4.263256414560601e-14,6.084022174945858e-14
3.465,4.6851411639181606e-14,5.950795411990839e-14
3.47,4.9960036108132044e-14,6.816769371198461e-14
3.475,3.375077994860476e-14,4.618527782440651e-14
3.48,3.419486915845482e-14,5.706546346573305e-14
3.485,4.374278717023117e-14,7.938094626069869e-14
3.49,3.7192471324942744e-14,4.263256414560601e-14
3.495,3.907985046680551e-14,4.873879078104437e-14
3.5,5.062616992290714e-14,7.593925488436071e-14
3.505,5.950795411990839e-14,9.137135492665038e-14
3.5100000000000002,2.9531932455029164e-14,4.440892098500626e-14
3.515,4.773959005888173e-14,2.842170943040401e-14
3.52,4.107825191113079e-14,5.828670879282072e-14
3.525,3.730349362740526e-14,4.2299497238218464e-14
3.5300000000000002,5.1736392947532295e-14,6.783462680459706e-14
3.535,5.573319583618286e-14,3.8746783559417963e-14
3.54,3.297362383136715e-14,6.838973831690964e-14
3.545,3.064215547965432e-14,6.994405055138486e-14
3.5500000000000003,4.1300296516055823e-14,6.0285110237146e-14
3.555,5.084821452783217e-14,4.18554080283684e-14
3.56,4.207745263329343e-14,4.807265696626928e-14
3.565,3.652633751016765e-14,3.907985046680551e-14
3.5700000000000003,4.5852210917018965e-14,7.438494264988549e-14
3.575,3.241851231905457e-14,9.592326932761353e-14
3.58,5.3734794391857577e-14,2.653433028854124e-14
3.585,6.306066779870889e-14,3.68594044175552e-14
3.59,7.682743330406083e-14,6.084022174945858e-14
3.595,8.548717289613705e-14,6.872280522429719e-14
3.6,4.9182879990894435e-14,9.836575998178887e-14
3.605,3.68594044175552e-14,7.926992395823618e-14
3.61,4.463096558993129e-14,5.850875339774575e-14
3.615,7.416289804496046e-14,3.6415315207705135e-14
3.62,6.927791673660977e-14,7.571721027943568e-14
3.625,4.451994328746878e-14,4.4853010194856324e-14
3.63,7.860379014346108e-14,3.7192471324942744e-14
3.6350000000000002,2.8310687127941492e-14,9.14823772291129e-14
3.64,3.019806626980426e-14,7.172040739078511e-14
3.645,8.659739592076221e-14,5.81756864903582e-14
3.65,5.218048215738236e-14,3.5416114485542494e-14
3.6550000000000002,8.01581023779363e-14,5.029310301551959e-14
3.66,3.186340080674199e-14,7.283063041541027e-14
3.665,5.10702591327572e-14,1.0536016503692736e-13
3.67,2.9976021664879227e-14,3.708144902248023e-14
3.6750000000000003,6.261657858885883e-14,5.262457136723242e-14
3.68,4.8627768478581856e-14,3.6415315207705135e-14
3.685,4.1522341120980855e-14,8.970602038971265e-14
3.69,4.973799150320701e-14,6.494804694057166e-14
3.6950000000000003,7.238654120556021e-14,3.885780586188048e-14
3.7,5.129230373768223e-14,4.285460875053104e-14
3.705,7.616129948928574e-14,8.970602038971265e-14
3.71,3.785860513971784e-14,5.0737192225369654e-14
3.715,4.674038933671909e-14,6.727951529228449e-14
3.72,5.6621374255882984e-14,4.884981308350689e-14
3.725,8.637535131583718e-14,4.196643033083092e-14
3.73,3.197442310920451e-14,4.207745263329343e-14
3.735,5.684341886080802e-14,5.4511950509095186e-14
3.74,6.150635556423367e-14,1.0369483049998962e-13
3.745,7.793765632868599e-14,4.3298697960381105e-14
3.75,4.796163466380676e-14,6.439293542825908e-14
3.755,8.37108160567368e-14,8.79296635503124e-14
3.7600000000000002,3.419486915845482e-14,8.859579736508749e-14
3.765,5.484501741648273e-14,7.860379014346108e-14
3.77,5.706546346573305e-14,9.9253938401489e-14
3.775,3.5083047578154947e-14,5.595524044110789e-14
3.7800000000000002,2.9976021664879227e-14,7.815970093361102e-14
3.785,4.5075054799781356e-14,5.3734794391857577e-14
3.79,5.484501741648273e-14,6.117328865684613e-14
3.795,5.184741524999481e-14,9.459100169806334e-14
3.8000000000000003,8.482103908136196e-14,7.793765632868599e-14
3.805,5.795364188543317e-14,3.574918139293004e-14
3.81,6.550315845288424e-14,6.994405055138486e-14
3.815,4.596323321948148e-14,5.440092820663267e-14
3.8200000000000003,5.295763827461997e-14,5.906386491005833e-14
3.825,6.94999613415348e-14,6.084022174945858e-14
3.83,7.038813976123492e-14,5.040412531798211e-14
3.835,4.574118861455645e-14,6.572520305780927e-14
3.84,4.1300296516055823e-14,4.807265696626928e-14
3.845,5.084821452783217e-14,7.549516567451064e-14
3.85,4.596323321948148e-14,5.81756864903582e-14
3.855,5.773159728050814e-14,5.562217353372034e-14
3.86,6.328271240363392e-14,1.1213252548714081e-13
3.865,7.771561172376096e-14,7.30526750203353e-14
3.87,4.6629367034256575e-14,5.5067062021407764e-14
3.875,3.3306690738754696e-14,4.707345624410664e-14
3.88,7.993605777301127e-14,6.88338275267597e-14
3.8850000000000002,5.1958437552457326e-14,8.149037000748649e-14
3.89,8.08242361927114e-14,7.149836278586008e-14
3.895,7.061018436615996e-14,7.860379014346108e-14
3.9,5.084821452783217e-14,4.796163466380676e-14
3.9050000000000002,4.8183679268731794e-14,7.027711745877241e-14
3.91,6.328271240363392e-14,8.903988657493755e-14
3.915,4.3298697960381105e-14,7.51620987671231e-14
3.92,4.474198789239381e-14,7.704947790898586e-14
3.9250000000000003,3.708144902248023e-14,6.405986852087153e-14
3.93,8.060219158778636e-14,7.593925488436071e-14
3.935,5.950795411990839e-14,6.88338275267597e-14
3.94,7.66053886991358e-14,2.8310687127941492e-14
3.9450000000000003,3.042011087472929e-14,8.304468224196171e-14
3.95,5.0959236830294685e-14,5.384581669432009e-14
3.955,7.593925488436071e-14,4.6851411639181606e-14
3.96,4.2521541843143495e-14,6.628031457012185e-14
3.9650000000000003,7.194245199571014e-14,7.904787935331115e-14
3.97,3.907985046680551e-14,5.262457136723242e-14
3.975,4.241051954068098e-14,4.6407322429331543e-14
3.98,7.083222897108499e-14,1.1857181902996672e-13
3.985,6.683542608243442e-14,5.395683899678261e-14
3.99,4.3520742565306136e-14,6.972200594645983e-14
3.995,3.708144902248023e-14,6.072919944699606e-14
4.0,3.9968028886505635e-14,9.703349235223868e-14
4.005,6.661338147750939e-14,9.836575998178887e-14
4.01,7.616129948928574e-14,1.0835776720341528e-13
4.015,4.907185768843192e-14,8.37108160567368e-14
4.0200000000000005,8.815170815523743e-14,5.950795411990839e-14
4.025,6.217248937900877e-14,7.582823258189819e-14
4.03,5.617728504603292e-14,4.574118861455645e-14
4.035,4.207745263329343e-14,4.884981308350689e-14
4.04,4.8183679268731794e-14,8.448797217397441e-14
4.045,7.016609515630989e-14,5.795364188543317e-14
4.05,2.7977620220553945e-14,5.10702591327572e-14
4.055,3.7969627442180354e-14,7.904787935331115e-14
4.0600000000000005,2.853273173286652e-14,5.262457136723242e-14
4.065,4.6407322429331543e-14,4.729550084903167e-14
4.07,5.728750807065808e-14,5.906386491005833e-14
4.075,6.972200594645983e-14,5.10702591327572e-14
4.08,5.906386491005833e-14,5.750955267558311e-14
4.085,6.23945339839338e-14,5.551115123125783e-14
4.09,6.838973831690964e-14,7.704947790898586e-14
4.095,7.438494264988549e-14,6.905587213168474e-14
4.1,8.326672684688674e-14,6.628031457012185e-14
4.105,4.085620730620576e-14,8.282263763703668e-14
4.11,3.885780586188048e-14,9.015010959956271e-14
4.115,8.060219158778636e-14,7.838174553853605e-14
4.12,9.392486788328824e-14,5.5844218138645374e-14
4.125,5.728750807065808e-14,6.461498003318411e-14
4.13,9.126033262418787e-14,4.618527782440651e-14
4.135,8.681944052568724e-14,6.084022174945858e-14
4.14,7.083222897108499e-14,5.617728504603292e-14
4.1450000000000005,7.438494264988549e-14,7.527312106958561e-14
4.15,3.774758283725532e-14,5.46229728115577e-14
4.155,4.796163466380676e-14,5.861977570020827e-14
4.16,3.552713678800501e-14,7.926992395823618e-14
4.165,6.106226635438361e-14,4.0967229608668276e-14
4.17,2.90878432451791e-14,6.128431095930864e-14
4.175,8.304468224196171e-14,7.782663402622347e-14
4.18,4.3076653355456074e-14,7.172040739078511e-14
4.1850000000000005,6.350475700855895e-14,8.704148513061227e-14
4.19,7.194245199571014e-14,5.828670879282072e-14
4.195,5.750955267558311e-14,6.150635556423367e-14
4.2,4.929390229335695e-14,4.218847493575595e-14
4.205,5.928590951498336e-14,5.10702591327572e-14
4.21,5.0182080713057076e-14,7.016609515630989e-14
4.215,4.951594689828198e-14,5.972999872483342e-14
4.22,9.303668946358812e-14,6.150635556423367e-14
4.225,6.084022174945858e-14,5.684341886080802e-14
4.23,8.770761894538737e-14,9.214851104388799e-14
4.235,6.23945339839338e-14,4.884981308350689e-14
4.24,4.1744385725905886e-14,5.240252676230739e-14
4.245,8.459899447643693e-14,9.259260025373806e-14
4.25,5.950795411990839e-14,8.704148513061227e-14
4.255,1.0036416142611415e-13,8.704148513061227e-14
4.26,3.863576125695545e-14,4.241051954068098e-14
4.265,9.325873406851315e-14,6.816769371198461e-14
4.2700000000000005,6.572520305780927e-14,6.38378239159465e-14
4.275,5.1958437552457326e-14,1.0502709812953981e-13
4.28,5.262457136723242e-14,6.517009154549669e-14
4.285,4.596323321948148e-14,1.0125233984581428e-13
4.29,5.995204332975845e-14,4.030109579389318e-14
4.295,6.794564910705958e-14,4.451994328746878e-14
4.3,2.2537527399890678e-14,6.605826996519681e-14
4.305,1.0103029524088925e-13,6.94999613415348e-14
4.3100000000000005,5.2513549064769904e-14,4.39648317751562e-14
4.315,7.793765632868599e-14,1.1723955140041653e-13
4.32,6.417089082333405e-14,5.717648576819556e-14
4.325,4.529709940470639e-14,5.46229728115577e-14
4.33,4.9182879990894435e-14,6.727951529228449e-14
4.335,5.88418203051333e-14,5.995204332975845e-14
4.34,6.084022174945858e-14,5.551115123125783e-14
4.345,6.838973831690964e-14,4.973799150320701e-14
4.3500000000000005,7.682743330406083e-14,1.0413891970983968e-13
4.355,6.061817714453355e-14,5.839773109528323e-14
4.36,5.906386491005833e-14,7.460698725481052e-14
4.365,7.815970093361102e-14,5.051514762044462e-14
4.37,5.062616992290714e-14,8.471001677889944e-14
4.375,4.085620730620576e-14,7.882583474838611e-14
4.38,6.639133687258436e-14,5.306866057708248e-14
4.385,8.08242361927114e-14,1.0169642905566434e-13
4.39,4.363176486776865e-14,6.927791673660977e-14
4.3950000000000005,4.796163466380676e-14,5.417888360170764e-14
4.4,7.194245199571014e-14,9.769962616701378e-14
4.405,8.038014698286133e-14,9.237055564881302e-14
4.41,7.038813976123492e-14,9.237055564881302e-14
4.415,7.438494264988549e-14,5.950795411990839e-14
4.42,3.885780586188048e-14,6.394884621840902e-14
4.425,5.861977570020827e-14,8.903988657493755e-14
4.43,2.90878432451791e-14,7.793765632868599e-14
4.4350000000000005,6.039613253960852e-14,5.3290705182007514e-14
4.44,8.149037000748649e-14,9.9253938401489e-14
4.445,5.617728504603292e-14,5.88418203051333e-14
4.45,6.794564910705958e-14,4.196643033083092e-14
4.455,7.30526750203353e-14,5.706546346573305e-14
4.46,7.238654120556021e-14,8.393286066166183e-14
4.465,1.0391687510491465e-13,6.428191312579656e-14
4.47,5.5067062021407764e-14,9.769962616701378e-14
4.4750000000000005,4.1522341120980855e-14,4.574118861455645e-14
4.48,4.6407322429331543e-14,9.348077867343818e-14
4.485,6.972200594645983e-14,3.852473895449293e-14
4.49,3.930189507173054e-14,7.327471962526033e-14
4.495,5.417888360170764e-14,9.29256671611256e-14
4.5,8.193445921733655e-14,7.016609515630989e-14
4.505,5.639932965095795e-14,8.570921750106208e-14
4.51,4.3520742565306136e-14,8.72635297355373e-14
4.515,4.529709940470639e-14,8.459899447643693e-14
4.5200000000000005,6.88338275267597e-14,6.439293542825908e-14
4.525,7.194245199571014e-14,9.592326932761353e-14
4.53,5.218048215738236e-14,6.483702463810914e-14
4.535,7.460698725481052e-14,5.417888360170764e-14
4.54,6.128431095930864e-14,6.605826996519681e-14
4.545,4.596323321948148e-14,6.694644838489694e-14
4.55,5.2735593669694936e-14,6.772360450213455e-14
4.555,8.681944052568724e-14,8.72635297355373e-14
4.5600000000000005,5.240252676230739e-14,4.951594689828198e-14
4.565,5.6621374255882984e-14,6.306066779870889e-14
4.57,4.1522341120980855e-14,6.328271240363392e-14
4.575,4.374278717023117e-14,9.015010959956271e-14
4.58,3.497202527569243e-14,8.58202398035246e-14
4.585,6.505906924303417e-14,5.517808432387028e-14
4.59,7.66053886991358e-14,5.517808432387028e-14
4.595,4.8405723873656825e-14,5.440092820663267e-14
4.6000000000000005,5.240252676230739e-14,5.417888360170764e-14
4.605,7.194245199571014e-14,3.5083047578154947e-14
4.61,6.217248937900877e-14,1.1324274851176597e-13
4.615,6.417089082333405e-14,8.79296635503124e-14
4.62,5.46229728115577e-14,6.17284001691587e-14
4.625,7.771561172376096e-14,6.039613253960852e-14
4.63,8.615330671091215e-14,4.340972026284362e-14
4.635,6.616929226765933e-14,7.038813976123492e-14
4.64,9.414691248821327e-14,7.505107646466058e-14
4.6450000000000005,5.972999872483342e-14,7.882583474838611e-14
4.65,5.950795411990839e-14,9.681144774731365e-14
4.655,5.284661597215745e-14,1.0236256287043943e-13
4.66,6.23945339839338e-14,7.327471962526033e-14
4.665,5.706546346573305e-14,6.794564910705958e-14
4.67,1.0658141036401503e-13,9.214851104388799e-14
4.675,7.460698725481052e-14,8.593126210598712e-14
4.68,6.994405055138486e-14,1.0436096431476471e-13
4.6850000000000005,4.063416270128073e-14,5.262457136723242e-14
4.69,5.81756864903582e-14,9.525713551283843e-14
4.695,7.682743330406083e-14,9.747758156208874e-14
4.7,8.859579736508749e-14,5.1958437552457326e-14
4.705,6.52811138479592e-14,7.460698725481052e-14
4.71,8.926193117986259e-14,3.297362383136715e-14
4.715,6.59472476627343e-14,6.572520305780927e-14
4.72,7.505107646466058e-14,8.948397578478762e-14
4.7250000000000005,2.5757174171303632e-14,1.1013412404281553e-13
4.73,8.060219158778636e-14,7.460698725481052e-14
4.735,6.217248937900877e-14,9.414691248821327e-14
4.74,3.4861002973229915e-14,7.238654120556021e-14
4.745,3.2307490016592055e-14,7.4495964952348e-14
4.75,7.105427357601002e-14,8.37108160567368e-14
4.755,2.6978419498391304e-14,9.525713551283843e-14
4.76,7.549516567451064e-14,1.0436096431476471e-13
4.765,8.881784197001252e-14,7.238654120556021e-14
4.7700000000000005,7.061018436615996e-14,8.260059303211165e-14
4.775,7.793765632868599e-14,5.5289106626332796e-14
4.78,9.547918011776346e-14,1.0502709812953981e-13
4.785,8.815170815523743e-14,7.560618797697316e-14
4.79,5.362377208939506e-14,8.37108160567368e-14
4.795,7.527312106958561e-14,7.893685705084863e-14
4.8,6.616929226765933e-14,9.947598300641403e-14
4.805,5.695444116327053e-14,8.704148513061227e-14
4.8100000000000005,6.972200594645983e-14,4.718447854656915e-14
4.815,5.3734794391857577e-14,8.038014698286133e-14
4.82,8.43769498715119e-14,8.038014698286133e-14
4.825,6.505906924303417e-14,1.0480505352461478e-13
4.83,8.926193117986259e-14,6.850076061937216e-14
4.835,7.482903185973555e-14,6.994405055138486e-14
4.84,7.593925488436071e-14,8.637535131583718e-14
4.845,7.30526750203353e-14,7.815970093361102e-14
4.8500000000000005,4.2743586448068527e-14,6.505906924303417e-14
4.855,5.972999872483342e-14,7.360778653264788e-14
4.86,7.283063041541027e-14,9.08162434143378e-14
4.865,9.481304630298837e-14,7.138734048339757e-14
4.87,8.926193117986259e-14,6.750155989720952e-14
4.875,5.129230373768223e-14,6.994405055138486e-14
4.88,4.1300296516055823e-14,6.750155989720952e-14
4.885,8.326672684688674e-14,6.927791673660977e-14
4.89,6.350475700855895e-14,7.616129948928574e-14
4.8950000000000005,8.060219158778636e-14,9.237055564881302e-14
4.9,8.659739592076221e-14,4.984901380566953e-14
4.905,1.0014211682118912e-13,9.592326932761353e-14
4.91,8.282263763703668e-14,7.105427357601002e-14
4.915,8.72635297355373e-14,9.325873406851315e-14
4.92,9.015010959956271e-14,5.706546346573305e-14
4.925,8.37108160567368e-14,8.304468224196171e-14
4.93,4.796163466380676e-14,5.950795411990839e-14
4.9350000000000005,5.551115123125783e-14,9.481304630298837e-14
4.94,5.573319583618286e-14,1.0369483049998962e-13
4.945,8.237854842718662e-14,5.906386491005833e-14
4.95,4.418687638008123e-14,5.240252676230739e-14
4.955,4.263256414560601e-14,5.728750807065808e-14
4.96,4.8405723873656825e-14,5.995204332975845e-14
4.965,9.14823772291129e-14,6.17284001691587e-14
4.97,8.681944052568724e-14,3.5083047578154947e-14
4.9750000000000005,5.062616992290714e-14,4.1522341120980855e-14
4.98,8.659739592076221e-14,6.88338275267597e-14
4.985,7.127631818093505e-14,7.904787935331115e-14
4.99,6.350475700855895e-14,6.261657858885883e-14
4.995,6.394884621840902e-14,3.774758283725532e-14
5.0,8.060219158778636e-14,7.482903185973555e-14
5.005,6.439293542825908e-14,4.6629367034256575e-14
5.01,9.14823772291129e-14,6.328271240363392e-14
5.015,5.706546346573305e-14,5.0182080713057076e-14
5.0200000000000005,7.638334409421077e-14,8.593126210598712e-14
5.025,6.505906924303417e-14,6.128431095930864e-14
5.03,7.527312106958561e-14,6.23945339839338e-14
5.035,5.084821452783217e-14,7.038813976123492e-14
5.04,9.370282327836321e-14,7.771561172376096e-14
5.045,5.262457136723242e-14,6.439293542825908e-14
5.05,7.260858581048524e-14,6.94999613415348e-14
5.055,7.061018436615996e-14,9.681144774731365e-14
5.0600000000000005,4.75175454539567e-14,1.305622276959184e-13
5.065,7.37188088351104e-14,8.171241461241152e-14
5.07,6.994405055138486e-14,7.038813976123492e-14
5.075,9.303668946358812e-14,6.09512440519211e-14
5.08,5.240252676230739e-14,5.0182080713057076e-14
5.085,7.105427357601002e-14,7.172040739078511e-14
5.09,9.636735853746359e-14,4.1744385725905886e-14
