error_A_inf,error_A_l2,error_I_inf,error_I_l2,error_rel_A_inf,error_rel_I_inf,T,dx,dt
5.2971484551966874e-05,7.511790270907036e-05,0.0061433489914293204,0.0033316351336328117,5.2971484551966874e-05,0.00016048413148011918,15.0,0.2,0.005
