id_segmento,x0,y0,x1,y1,id_rama
0,0.0,75.0,1.0,75.0,0
1,1.0,75.0,1.9592924258983668,74.71758533746629,0
2,1.9592924258983668,74.71758533746629,2.911742617922602,74.41289101242397,0
3,2.911742617922602,74.41289101242397,3.909244917472369,74.34225700933108,0
4,3.909244917472369,74.34225700933108,4.880694675226321,74.10501163390768,0
5,4.880694675226321,74.10501163390768,5.7845942571464946,73.67726691353754,0
6,5.7845942571464946,73.67726691353754,6.570579632366288,73.0590218246443,0
7,6.570579632366288,73.0590218246443,7.1673604844601755,72.25661755336075,0
8,7.1673604844601755,72.25661755336075,7.967766201869856,71.6571588912848,0
9,7.967766201869856,71.6571588912848,8.690558373571381,70.966093426566,0
10,7.967766201869856,71.6571588912848,8.939255316579294,71.42007472901099,1
11,8.939255316579294,71.42007472901099,9.859993728659633,71.02989428803556,1
12,9.859993728659633,71.02989428803556,10.846050059997452,70.86348241517608,1
13,10.846050059997452,70.86348241517608,11.844775424108335,70.91395663712734,1
14,11.844775424108335,70.91395663712734,12.817544157156737,70.68217874343728,1
15,12.817544157156737,70.68217874343728,13.81635601957247,70.73091131465627,1
16,13.81635601957247,70.73091131465627,14.779199683690623,71.0009707126922,1
17,14.779199683690623,71.0009707126922,15.770926041906929,71.12934060954899,1
18,15.770926041906929,71.12934060954899,16.762406117057523,71.25959904720035,1
19,16.762406117057523,71.25959904720035,17.74032978105496,71.46856150170792,1
20,16.762406117057523,71.25959904720035,17.713794080295045,70.95160400924235,2
21,17.713794080295045,70.95160400924235,18.57860909201253,70.4495133844463,2
22,18.57860909201253,70.4495133844463,19.33987683957184,69.80107571086003,2
23,19.33987683957184,69.80107571086003,20.001044125810434,69.05083720237897,2
24,20.001044125810434,69.05083720237897,20.77889812206034,68.42239216857088,2
25,20.77889812206034,68.42239216857088,21.590838106901643,67.8386512491418,2
26,21.590838106901643,67.8386512491418,22.5284895335364,67.49107420425851,2
27,22.5284895335364,67.49107420425851,23.415216081330982,67.02877989384976,2
28,23.415216081330982,67.02877989384976,24.262846800701872,66.49819327172403,2
29,24.262846800701872,66.49819327172403,25.01660506168176,65.84104147494905,2
30,25.01660506168176,65.84104147494905,25.905602801433673,65.38312989099863,2
31,25.905602801433673,65.38312989099863,26.682678444893362,64.75372267437197,2
32,26.682678444893362,64.75372267437197,27.473005993454812,64.14103811769958,2
33,27.473005993454812,64.14103811769958,28.3328237483652,63.63043707153843,2
34,28.3328237483652,63.63043707153843,29.24592419779771,63.22270239157344,2
35,28.3328237483652,63.63043707153843,28.91972459379825,62.820778255968584,3
36,28.91972459379825,62.820778255968584,29.42053271298222,61.955219923006894,3
37,28.91972459379825,62.820778255968584,29.786216313913915,62.32158681075843,4
38,29.42053271298222,61.955219923006894,30.03114928399261,61.16329353551402,3
39,29.786216313913915,62.32158681075843,30.710844057077683,61.94071473699629,4
40,30.03114928399261,61.16329353551402,30.468375361280657,60.26394190387081,3
41,30.710844057077683,61.94071473699629,31.665585050766566,61.64327628122776,4
42,30.468375361280657,60.26394190387081,31.159734060191845,59.541430208851395,3
43,31.665585050766566,61.64327628122776,32.62917663387807,61.375897783669195,4
44,31.159734060191845,59.541430208851395,31.63393245907995,58.66101219535329,3
45,32.62917663387807,61.375897783669195,33.624584164807686,61.28016979732976,4
46,31.63393245907995,58.66101219535329,32.28654966405706,57.903324407562124,3
47,33.624584164807686,61.28016979732976,34.617093354060216,61.40233979875927,4
48,32.28654966405706,57.903324407562124,32.97347785742341,57.17659911065933,3
49,34.617093354060216,61.40233979875927,35.5991433774937,61.59096045371067,4
50,32.97347785742341,57.17659911065933,33.7061123565964,56.495976828757286,3
51,35.5991433774937,61.59096045371067,36.575525485838675,61.80701132388668,4
52,33.7061123565964,56.495976828757286,34.56275481478078,55.98006627562252,3
53,36.575525485838675,61.80701132388668,37.56370797699424,61.9602932999099,4
54,34.56275481478078,55.98006627562252,35.524925549534515,55.70761907489648,3
55,37.56370797699424,61.9602932999099,38.55724059480218,62.07384037099362,4
56,37.56370797699424,61.9602932999099,38.36735892796251,62.5553942568977,5
57,35.524925549534515,55.70761907489648,36.524187191210295,55.66919809787322,3
58,38.36735892796251,62.5553942568977,39.25944260022286,63.00726450562679,5
59,36.524187191210295,55.66919809787322,37.52324595396634,55.712575379488804,3
60,39.25944260022286,63.00726450562679,40.00662172807791,63.67188721882411,5
61,37.52324595396634,55.712575379488804,38.46282641577804,56.05490351999395,3
62,40.00662172807791,63.67188721882411,40.60938058918661,64.46981062075875,5
63,38.46282641577804,56.05490351999395,39.458283463200615,56.150115214321524,3
64,40.60938058918661,64.46981062075875,41.04385491849849,65.37049483687947,5
65,40.60938058918661,64.46981062075875,40.53530428760254,65.4670631973629,6
66,39.458283463200615,56.150115214321524,40.45815367100386,56.16622631445429,3
67,41.04385491849849,65.37049483687947,41.464223469724395,66.2778482857296,5
68,40.53530428760254,65.4670631973629,40.369137800022045,66.45316090976526,6
69,40.45815367100386,56.16622631445429,41.453364242432066,56.263980692962654,3
70,40.369137800022045,66.45316090976526,40.45032386854956,67.4498598724802,6
71,41.453364242432066,56.263980692962654,42.39057123365523,56.61275433818607,3
72,40.45032386854956,67.4498598724802,40.43133100608857,68.44967949179937,6
73,42.39057123365523,56.61275433818607,43.276392177327864,57.07678155263682,3
74,40.43133100608857,68.44967949179937,40.407842744954536,69.44940360453693,6
75,43.276392177327864,57.07678155263682,44.08317786140186,57.66762574527415,3
76,40.407842744954536,69.44940360453693,40.676592129725364,70.41261374162296,6
77,43.276392177327864,57.07678155263682,44.270511171464214,57.18507479110226,7
78,40.676592129725364,70.41261374162296,40.821313518643095,71.40208618671161,6
79,44.270511171464214,57.18507479110226,45.25826516228713,57.34109419250285,7
80,40.821313518643095,71.40208618671161,40.76306156062749,72.40038809965546,6
81,45.25826516228713,57.34109419250285,46.25811718771031,57.32389165614438,7
82,40.76306156062749,72.40038809965546,40.81266690319126,73.39915699684296,6
83,46.25811718771031,57.32389165614438,47.25705896109054,57.277898902411266,7
84,40.81266690319126,73.39915699684296,40.84915419691892,74.39849111384109,6
85,47.25705896109054,57.277898902411266,48.25705028257821,57.282065069635415,7
86,47.25705896109054,57.277898902411266,48.12515993267491,56.78151124831996,8
87,40.84915419691892,74.39849111384109,40.638244212920554,75.3759966016261,6
88,48.25705028257821,57.282065069635415,49.23278547092403,57.06311109679237,7
89,48.12515993267491,56.78151124831996,48.894132623513485,56.14222961965816,8
90,40.638244212920554,75.3759966016261,40.68659441125415,76.37482704685748,6
91,48.894132623513485,56.14222961965816,49.60149981845664,55.43538334816891,8
92,40.68659441125415,76.37482704685748,40.79684714891945,77.36873063063072,6
93,49.60149981845664,55.43538334816891,50.43595812930481,54.88431227520607,8
94,40.79684714891945,77.36873063063072,41.013092069370614,78.3450697798914,6
95,50.43595812930481,54.88431227520607,51.20182946517883,54.2413184207358,8
96,41.013092069370614,78.3450697798914,41.27812405637364,79.3093094004553,6
97,51.20182946517883,54.2413184207358,51.87707613667273,53.503726438243845,8
98,41.27812405637364,79.3093094004553,41.816561536319,80.15197486206513,6
99,51.87707613667273,53.503726438243845,52.6268627272116,52.84204670555734,8
100,41.816561536319,80.15197486206513,42.40919590444228,80.95744646660444,6
101,52.6268627272116,52.84204670555734,53.52628077701106,52.40495727340993,8
102,42.40919590444228,80.95744646660444,43.192364232118805,81.57925622088975,6
103,53.52628077701106,52.40495727340993,54.474411391880196,52.08707626242017,8
104,43.192364232118805,81.57925622088975,44.073216679705915,82.05264714346833,6
105,54.474411391880196,52.08707626242017,55.464838875330365,51.94904220855459,8
106,44.073216679705915,82.05264714346833,45.04202419362177,82.30046159215965,6
107,55.464838875330365,51.94904220855459,56.452813088715914,51.794423472027596,8
108,45.04202419362177,82.30046159215965,46.04188889436037,82.28401226947118,6
109,56.452813088715914,51.794423472027596,57.45003625650888,51.71995231239546,8
110,46.04188889436037,82.28401226947118,47.03548855480762,82.39697117686278,6
111,57.45003625650888,51.71995231239546,58.44752381657529,51.79079416099326,8
112,47.03548855480762,82.39697117686278,47.95226780946741,82.79636546603759,6
113,58.44752381657529,51.79079416099326,59.42046800896043,51.55975390799816,8
114,47.95226780946741,82.79636546603759,48.84839743668109,83.24015786258114,6
115,59.42046800896043,51.55975390799816,60.358894183407145,51.21427407484824,8
116,48.84839743668109,83.24015786258114,49.79536419036179,83.56148941631254,6
117,60.358894183407145,51.21427407484824,61.159232136390436,50.61472494340486,8
118,49.79536419036179,83.56148941631254,50.722490976299795,83.93623722857602,6
119,61.159232136390436,50.61472494340486,62.08530855982869,50.23738894200582,8
120,50.722490976299795,83.93623722857602,51.61361782019637,84.38999151019432,6
121,62.08530855982869,50.23738894200582,63.082177019442874,50.15831129518671,8
122,51.61361782019637,84.38999151019432,52.58833204123995,84.61344662267868,6
123,63.082177019442874,50.15831129518671,64.0501995702404,49.90744810309295,8
124,52.58833204123995,84.61344662267868,53.461954441462275,85.1000510840534,6
125,64.0501995702404,49.90744810309295,64.96686699804822,49.5077972219527,8
126,53.461954441462275,85.1000510840534,54.27514550538612,85.68204789981309,6
127,64.96686699804822,49.5077972219527,65.83051903421477,49.0037087769102,8
