modo_colision,simulaciones,proporcion_alcanza_90pct,x_max_medio,x_max_mediana,segmentos_medios,bifurcaciones_medias,colisiones_medias,salidas_medias,tiempo_final_medio,max_puntas_activas_medio
punto_punto,30,0.2,111.12625436027776,59.24883019479129,989.8,99.23333333333333,91.46666666666667,8.766666666666667,160.7,11.7
punto_segmento,30,0.23333333333333334,112.48619459950581,62.817958043709254,1053.2333333333333,108.86666666666666,101.73333333333333,8.133333333333333,167.73333333333332,11.966666666666667
