time,x,active_density,inactive_density
62.0,25.5,0.5719002462831444,0.6489811150632712
62.0,27.0,0.5320850337000822,0.5360338455871179
62.0,28.5,0.4788370970698441,0.43136150875437956
62.0,30.0,0.4161715647712173,0.33784633294322974
62.0,31.5,0.3490550409557864,0.25736480004264606
62.0,33.0,0.28250283104826474,0.19064982309749068
62.0,34.5,0.22075019669019538,0.13735659583106863
62.0,36.0,0.16671872932461107,0.09629185060746526
62.0,37.5,0.12186383565870351,0.06572830687919207
62.0,39.0,0.08634846430314884,0.04372107294457316
62.0,40.5,0.059405606487738925,0.02836477811121736
62.0,42.0,0.03974412597088873,0.01796337034434963
62.0,43.5,0.025894979228945538,0.011113771092046363
62.0,45.0,0.016451545825845414,0.006722175203565955
62.0,46.5,0.010202771752264896,0.003977421968354267
62.0,48.0,0.006182205204025254,0.0023033736806748256
62.0,49.5,0.003662722262170031,0.001306131178575366
62.0,51.0,0.0021230416390859933,0.000725476327865144
62.0,52.5,0.0012045159597307668,0.00039481956981654624
62.0,54.0,0.0006691572508037648,0.0002105782080857597
62.0,55.5,0.0003641099339017843,0.00011008997893712044
62.0,57.0,0.00019409980649760707,5.64242593613953e-05
62.0,58.5,0.00010138737434249663,2.8354296094246892e-05
62.0,60.0,5.190032791861776e-05,1.3971652641275255e-05
62.0,61.5,2.603946991472293e-05,6.751270231072662e-06
62.0,63.0,1.2805850249160722e-05,3.1993261136009777e-06
62.0,64.5,6.173475441738924e-06,1.4869223270212386e-06
62.0,66.0,2.9175676694047345e-06,6.777854404290435e-07
62.0,67.5,1.351768641863028e-06,3.030292805452854e-07
62.0,69.0,6.140316666866823e-07,1.328853244732404e-07
62.0,70.5,2.7346397288694696e-07,5.7158274788259915e-08
62.0,72.0,1.1941041595891092e-07,2.4115640221997423e-08
62.0,73.5,5.112426953967498e-08,9.980278213590023e-09
62.0,75.0,2.1461671076537568e-08,4.051502754133273e-09
62.0,76.5,8.83403420591797e-09,1.6133323249329274e-09
62.0,78.0,3.56550028595209e-09,6.301871842223695e-10
62.0,79.5,1.4110869010308972e-09,2.4146631411703207e-10
62.0,81.0,5.476011976159096e-10,9.075854264005277e-11
62.0,82.5,2.0838063550220094e-10,3.346299115599968e-11
62.0,84.0,7.775660431355574e-11,1.210292272350047e-11
62.0,85.5,2.845171737447683e-11,4.2940363330987784e-12
62.0,87.0,1.0208807572732789e-11,1.4944885528485988e-12
62.0,88.5,3.592036467028627e-12,5.102372754075695e-13
62.0,90.0,1.2393938314896958e-12,1.7088566241769943e-13
62.0,91.5,4.1935743388537383e-13,5.6142784461313076e-14
62.0,93.0,1.3914551732362933e-13,1.8094145677868782e-14
62.0,94.5,4.5275921086806796e-14,5.720564598366105e-15
62.0,96.0,1.4447138532640333e-14,1.7741780282653548e-15
62.0,97.5,4.520807917730346e-15,5.397762451274598e-16
62.0,99.0,1.387308682374942e-15,1.610977088720445e-16
62.0,100.5,4.1749963743705876e-16,4.71655311352273e-17
62.0,102.0,1.232162922045861e-16,1.3546297446313603e-17
62.0,103.5,3.566253948236187e-17,3.816609682783955e-18
62.0,105.0,1.0122587362425485e-17,1.054865073453115e-18
62.0,106.5,2.8177922390974913e-18,2.8600846379968256e-19
62.0,108.0,7.692501483074811e-19,7.607193618958608e-20
62.0,109.5,2.0595408236332278e-19,1.9848811201491844e-20
62.0,111.0,5.407797544289791e-20,5.080539613359465e-21
62.0,112.5,1.392581597839398e-20,1.2757083309317105e-21
62.0,114.0,3.517013966076944e-21,3.1423900003162767e-22
62.0,115.5,8.711315711666105e-22,7.59341071777251e-23
62.0,117.0,2.1161801811239012e-22,1.800042763726043e-23
62.0,118.5,5.0417786269828914e-23,4.1859971670577486e-24
62.0,120.0,1.1780945870062461e-23,9.549624691709844e-25
62.0,121.5,2.6998822703456122e-24,2.137204478986565e-25
62.0,123.0,6.068492204201114e-25,4.69223136900784e-26
62.0,124.5,1.3377997370124045e-25,1.0106192033437147e-26
62.0,126.0,2.892536096636507e-26,2.1353629992706635e-27
62.0,127.5,6.134043953332385e-27,4.426222220506783e-28
62.0,129.0,1.275846545676181e-27,9.000639835404256e-29
62.0,130.5,2.6027743303718845e-28,1.7955338427077766e-29
62.0,132.0,5.20791825104985e-29,3.513947439210364e-30
62.0,133.5,1.0220789257283264e-29,6.746520289033674e-31
62.0,135.0,1.967435054236345e-30,1.27071685417686e-31
62.0,136.5,3.7146263971656726e-31,2.3480301068334464e-32
62.0,138.0,6.879101401220265e-32,4.256434943317384e-33
62.0,139.5,1.2495487082777467e-32,7.569677826837779e-34
62.0,141.0,2.2262946954178643e-33,1.3206856866417557e-34
62.0,142.5,3.890659032488719e-34,2.260548755687677e-35
62.0,144.0,6.669262750031855e-35,3.79596588417218e-36
62.0,145.5,1.1213719665485917e-35,6.253547445109744e-37
62.0,147.0,1.8494468234263677e-36,1.0107134911024928e-37
62.0,148.5,2.991970883783243e-37,1.602613903540525e-38
62.0,150.0,4.747875353199163e-38,2.4930487383236057e-39
62.0,151.5,7.39044781561245e-39,3.80483181076811e-40
62.0,153.0,1.1284303678404858e-39,5.696981724271105e-41
62.0,154.5,1.6901077764037643e-40,8.368752261393729e-42
62.0,156.0,2.483091445533284e-41,1.2061046602756765e-42
62.0,157.5,3.578596681005998e-42,1.7053737393185324e-43
62.0,159.0,5.059150099906532e-43,2.3657363801664446e-44
62.0,160.5,7.016009640453839e-44,3.219787820599462e-45
62.0,162.0,9.544509560104796e-45,4.299364092987504e-46
62.0,163.5,1.2737110048093324e-45,5.632474266729896e-47
62.0,165.0,1.6674201070623956e-46,7.239593653456763e-48
62.0,166.5,2.1413073684280058e-47,9.129586803697159e-49
62.0,168.0,2.697589208540715e-48,1.1295669938179995e-49
62.0,169.5,3.3337913619187582e-49,1.3711936562021156e-50
62.0,171.0,4.041753028233032e-50,1.6331028001856543e-51
62.0,172.5,4.8069856353520985e-51,1.9083506599391993e-52
62.0,174.0,5.6085487637272524e-52,2.1879367755366468e-53
62.0,175.5,6.41956663858671e-53,2.461190877679174e-54
62.0,177.0,7.208441073237838e-54,2.716387814310969e-55
62.0,178.5,7.94072764525425e-55,2.941549809237633e-56
62.0,180.0,8.581543615007567e-56,3.125363981167135e-57
62.0,181.5,9.098284901600846e-57,3.2581191735369115e-58
62.0,183.0,9.46336244246953e-58,3.332554767310935e-59
62.0,184.5,9.656639904108392e-59,3.344518378302025e-60
62.0,186.0,9.667273329051417e-60,3.2933495498562705e-61
62.0,187.5,9.49471886910164e-61,3.181940108973246e-62
62.0,189.0,9.148778305028513e-62,3.016463516260241e-63
62.0,190.5,8.648677131403432e-63,2.8058084470002247e-64
62.0,192.0,8.021295814102752e-64,2.5607888863597156e-65
62.0,193.5,7.298780501867884e-65,2.2932282847102392e-66
62.0,195.0,6.515828176858464e-66,2.0150252098376664e-67
62.0,196.5,5.7069634801813364e-67,1.737301800646592e-68
62.0,198.0,4.904099633401399e-68,1.4697164069317288e-69
62.0,199.5,4.1346118020012676e-69,1.2199925538648321e-70
62.0,201.0,3.420061934258805e-70,9.936834187899566e-72
62.0,202.5,2.7756164873397097e-71,7.941599336436507e-73
62.0,204.0,2.2101087938359677e-72,6.2278592645073146e-74
62.0,205.5,1.7266287565763375e-73,4.792281215281858e-75
62.0,207.0,1.323481250904495e-74,3.61843074671945e-76
62.0,208.5,9.953423259073001e-76,2.6808619736533623e-77
62.0,210.0,7.344552189767847e-77,1.9489764573904646e-78
62.0,211.5,5.317391268258484e-78,1.3903315718741735e-79
62.0,213.0,3.777240212295758e-79,9.732210809613618e-81
62.0,214.5,2.6326643028513046e-80,6.684787578816379e-82
62.0,216.0,1.8003768694438058e-81,4.5055552273850016e-83
62.0,217.5,1.2080378761227901e-82,2.9798555908232858e-84
62.0,219.0,7.95332905756716e-84,1.9338815663785572e-85
62.0,220.5,5.137722827940324e-85,1.2315550080595254e-86
62.0,222.0,3.256474755259764e-86,7.696061637821789e-88
62.0,223.5,2.025265888851064e-87,4.71927739058925e-89
62.0,225.0,1.2358779602724917e-88,2.8397240967855095e-90
62.0,226.5,7.399974272295214e-90,1.6767636677925132e-91
62.0,228.0,4.347581644114731e-91,9.715473840526713e-93
62.0,229.5,2.5062822782103337e-92,5.524002426320303e-94
62.0,231.0,1.4176814602677934e-93,3.0820718390236084e-95
62.0,232.5,7.868563777059531e-95,1.687453903007126e-96
62.0,234.0,4.2853081455051266e-96,9.066142540716186e-98
62.0,235.5,2.290023915845029e-97,4.779866773376877e-99
62.0,237.0,1.2008006137925312e-98,2.4729354605343476e-100
62.0,238.5,6.178402587037916e-100,1.2554938440734424e-101
62.0,240.0,3.1193016277661353e-101,6.254926897066386e-103
62.0,241.5,1.5453106609902865e-102,3.057994636467675e-104
62.0,243.0,7.51195250114913e-104,1.4670974755183815e-105
62.0,244.5,3.583189350682262e-105,6.907006775658503e-107
62.0,246.0,1.6771341924808557e-106,3.19102569172001e-108
62.0,247.5,7.702792127284252e-108,1.4467084638216478e-109
62.0,249.0,3.4714585065812344e-109,6.4363965458006184e-111
62.0,250.5,1.5351834691458373e-110,2.8100646372593637e-112
62.0,252.0,6.661838664101104e-112,1.2039327186934668e-113
62.0,253.5,2.8367065435419905e-113,5.061754863598688e-115
62.0,255.0,1.1852830706011609e-114,2.0883992312591833e-116
62.0,256.5,4.859795130072749e-116,8.455512796906156e-118
62.0,258.0,1.9552524051907286e-117,3.3595477639527315e-119
62.0,259.5,7.719290780352736e-119,1.309895069456327e-120
62.0,261.0,2.9904898568712753e-120,5.011956965242555e-122
62.0,262.5,1.136837056809057e-121,1.8818870784902937e-123
62.0,264.0,4.240778561538834e-123,6.934184501896826e-125
62.0,265.5,1.552333121152191e-124,2.5073385454445255e-126
62.0,267.0,5.5759209661930906e-126,8.897057528870207e-128
62.0,268.5,1.9653549221095007e-127,3.098101794020164e-129
62.0,270.0,6.797642812922821e-129,1.0586704587222553e-130
62.0,271.5,2.3071129922080676e-130,3.5501085691291e-132
62.0,273.0,7.683740737949291e-132,1.1682560601784591e-133
62.0,274.5,2.5111342103715067e-133,3.772678462462606e-135
62.0,276.0,8.053052615236646e-135,1.1955743770331692e-136
62.0,277.5,2.5342426097303846e-136,3.7181052627166516e-138
62.0,279.0,7.899289935334451e-138,1.1451898945835199e-139
63.0,0.0,0.32924182979719635,1.6916058267779261
63.0,1.5,0.3292478378470426,1.6917535848747265
63.0,3.0,0.32955275744864565,1.69212826645281
63.0,4.5,0.3310015542190524,1.6921205258511984
63.0,6.0,0.3349212705895711,1.6891070337027694
63.0,7.5,0.3428851237116934,1.67731187076475
63.0,9.0,0.35624763224035044,1.6509892265037431
63.0,10.5,0.37566320061326985,1.6097083393745173
63.0,12.0,0.4009479546970914,1.5571742967820266
63.0,13.5,0.43125715105182516,1.495903399772413
63.0,15.0,0.4652309565058724,1.4258682938663418
63.0,16.5,0.5009708451291938,1.346210901815467
63.0,18.0,0.5359647464635374,1.2564527547379507
63.0,19.5,0.5670961934578043,1.1568577662093404
63.0,21.0,0.5908155445451589,1.0485392182962237
63.0,22.5,0.6035095813675485,0.9334969324814791
63.0,24.0,0.6020540388422603,0.8145652287514484
63.0,25.5,0.5844577025425481,0.6952320799125943
63.0,27.0,0.5504290409168893,0.5793187040367099
63.0,28.5,0.501662636928268,0.4705541564199075
63.0,30.0,0.44169456568849996,0.37212417088531924
63.0,31.5,0.37531449349005486,0.2862966004725814
63.0,33.0,0.3076904605101536,0.21421218770857425
63.0,34.5,0.24347155140280116,0.15588128890547104
63.0,36.0,0.18612426960762388,0.11036538323899435
63.0,37.5,0.13764275171682372,0.0760741092634146
63.0,39.0,0.09862251913946622,0.05109185790959199
63.0,40.5,0.06857846177433989,0.03346233026718636
63.0,42.0,0.046354704123818126,0.021391049354972023
63.0,43.5,0.030503698941331862,0.013358014231020187
63.0,45.0,0.019568270307103015,0.008154826295200993
63.0,46.5,0.01225187312309885,0.004870113783816334
63.0,48.0,0.007494294410138905,0.00284682870126722
63.0,49.5,0.004482182581095836,0.0016296229121651991
63.0,51.0,0.002622792228412249,0.0009138724179377668
63.0,52.5,0.0015023853756017933,0.0005022200269263971
63.0,54.0,0.0008427949221619302,0.0002705347945490397
63.0,55.5,0.0004631557671698654,0.00014287674175876645
63.0,57.0,0.0002494064883982575,7.399120927937694e-05
63.0,58.5,0.00013162876773452337,3.757816144073554e-05
63.0,60.0,6.809645381312699e-05,1.8718587240545344e-05
63.0,61.5,3.453683712711684e-05,9.145956093654024e-06
63.0,63.0,1.717384934721185e-05,4.383620479111679e-06
63.0,64.5,8.373630702318425e-06,2.061143627218078e-06
63.0,66.0,4.003579408838023e-06,9.507673854057068e-07
63.0,67.5,1.8771279169447099e-06,4.302755841558101e-07
63.0,69.0,8.631144166081778e-07,1.9104619970747933e-07
63.0,70.5,3.8921282437539124e-07,8.322618081736689e-08
63.0,72.0,1.7213251991272594e-07,3.557297133394355e-08
63.0,73.5,7.466319031825369e-08,1.4918535583418778e-08
63.0,75.0,3.176342167213743e-08,6.138809674421064e-09
63.0,76.5,1.3253580107417247e-08,2.4785581898035766e-09
63.0,78.0,5.424146601308152e-09,9.81918145297191e-10
63.0,79.5,2.1773498850386185e-09,3.8169479469772536e-10
63.0,81.0,8.572930284679306e-10,1.4558780325646824e-10
63.0,82.5,3.3108521313320936e-10,5.4488407705931996e-11
63.0,84.0,1.254193194214716e-10,2.0010401298742113e-11
63.0,85.5,4.660233242000969e-11,7.2107745788474244e-12
63.0,87.0,1.698531252237178e-11,2.5496707859562964e-12
63.0,88.5,6.072478594592511e-12,8.846343265221193e-13
63.0,90.0,2.129554225775451e-12,3.0117728372873605e-13
63.0,91.5,7.325634008732123e-13,1.0061448351473807e-13
63.0,93.0,2.471945841927976e-13,3.298220372873688e-14
63.0,94.5,8.182258910918961e-14,1.0609151328171423e-14
63.0,96.0,2.6567533854704247e-14,3.3486078386698927e-15
63.0,97.5,8.462061613704441e-15,1.0371257650490947e-15
63.0,99.0,2.6439372245967554e-15,3.1519754826321457e-16
63.0,100.5,8.103621828823577e-16,9.39981433267288e-17
63.0,102.0,2.436482403763653e-16,2.750689131453723e-17
63.0,103.5,7.186318617661845e-17,7.898603102390254e-18
63.0,105.0,2.079273882880989e-17,2.225596215255051e-18
63.0,106.5,5.901765063214481e-18,6.153617966037247e-19
63.0,108.0,1.643312121604467e-18,1.6695658375766785e-19
63.0,109.5,4.488787520926012e-19,4.4449434778694264e-20
63.0,111.0,1.202850919351076e-19,1.1612332089648693e-20
63.0,112.5,3.162068267299647e-20,2.9768985157152345e-21
63.0,114.0,8.154742904054282e-21,7.488604381793574e-22
63.0,115.5,2.0631547890841725e-21,1.8485489430585836e-22
63.0,117.0,5.1208113007563115e-22,4.477702078426666e-23
63.0,118.5,1.246907023240778e-22,1.0643258604266806e-23
63.0,120.0,2.978657905704959e-23,2.4825057020215882e-24
63.0,121.5,6.980738466691572e-24,5.682025712147952e-25
63.0,123.0,1.6050154530805404e-24,1.2761876939806788e-25
63.0,124.5,3.62040464620366e-25,2.812713418225962e-26
63.0,126.0,8.011945608788906e-26,6.0832713317677156e-27
63.0,127.5,1.7395014618089545e-26,1.2910732842734766e-27
63.0,129.0,3.705275284649112e-27,2.6888580621917372e-28
63.0,130.5,7.743333966957539e-28,5.495275201170872e-29
63.0,132.0,1.5876336299303856e-28,1.1020897125548241e-29
63.0,133.5,3.193672215385457e-29,2.168961117003056e-30
63.0,135.0,6.3030551720434e-30,4.188854924689101e-31
63.0,136.5,1.220493769334764e-30,7.938693976575997e-32
63.0,138.0,2.318711353782096e-31,1.476435498338697e-32
63.0,139.5,4.322026762059287e-32,2.6945924741560703e-33
63.0,141.0,7.904253055885918e-33,4.825990415844801e-34
63.0,142.5,1.418305615754921e-33,8.481958618641562e-35
63.0,144.0,2.4969934011631422e-34,1.4629308147636042e-35
63.0,145.5,4.313268918717847e-35,2.4761161455571428e-36
63.0,147.0,7.310384668323832e-36,4.1128179884488834e-37
63.0,148.5,1.215686124398524e-36,6.703952335615774e-38
63.0,150.0,1.9835959249738747e-37,1.0723758235389675e-38
63.0,151.5,3.1756925690886127e-38,1.6834085305373286e-39
63.0,153.0,4.9886171265084387e-39,2.5933444974589225e-40
63.0,154.5,7.68920329131686e-40,3.9206752112318253e-41
63.0,156.0,1.1629068596972373e-40,5.816922748837653e-42
63.0,157.5,1.7257342012186208e-41,8.469530311906336e-43
63.0,159.0,2.5128769615777602e-42,1.2102101816827064e-43
63.0,160.5,3.5903752499992914e-43,1.6970693267890004e-44
63.0,162.0,5.033646388745843e-44,2.3354874998085088e-45
63.0,163.5,6.924728478380862e-45,3.154253411594655e-46
63.0,165.0,9.347660046500518e-46,4.1807922666271084e-47
63.0,166.5,1.2381866183650096e-46,5.438329076781476e-48
63.0,168.0,1.6093675847433211e-47,6.942552752960319e-49
63.0,169.5,2.0526421420244875e-48,8.698044724171731e-50
63.0,171.0,2.5689932842916286e-49,1.0694851721988218e-50
63.0,172.5,3.1550577298873384e-50,1.2905669197818971e-51
63.0,174.0,3.802324064451494e-51,1.5284135246178265e-52
63.0,175.5,4.496672645956748e-52,1.7764694889417896e-53
63.0,177.0,5.218390536507485e-53,2.0264371102407678e-54
63.0,178.5,5.942755518702211e-54,2.2686576511596803e-55
63.0,180.0,6.641221020647791e-55,2.4926839412674365e-56
63.0,181.5,7.2831553490308015e-56,2.688003593978412e-57
63.0,183.0,7.838005271780103e-57,2.8448463162483555e-58
63.0,184.5,8.277679681712392e-58,2.9549903412547186e-59
63.0,186.0,8.578897914956926e-59,3.0124757731488884e-60
63.0,187.5,8.725230545865459e-60,3.014138797564416e-61
63.0,189.0,8.70858387696184e-61,2.9599001276081867e-62
63.0,190.5,8.529941470622945e-62,2.852771091547926e-63
63.0,192.0,8.19926819064122e-63,2.6985767377765752e-64
63.0,193.5,7.734589743186508e-64,2.505431378749858e-65
63.0,195.0,7.160365986900135e-65,2.2830322521314693e-66
63.0,196.5,6.505362148488457e-66,2.0418567273935525e-67
63.0,198.0,5.800275230857602e-67,1.7923550536165475e-68
63.0,199.5,5.075386398659272e-68,1.5442238202184726e-69
63.0,201.0,4.358484441225061e-69,1.3058272295316895e-70
63.0,202.5,3.6732478426611504e-70,1.0838078564890787e-71
63.0,204.0,3.0381956956236084e-71,8.829005437175563e-73
63.0,205.5,2.466234916592621e-72,7.059370630363182e-74
63.0,207.0,1.9647563557842314e-73,5.540088075913514e-75
63.0,208.5,1.5361756248069207e-74,4.267422038775985e-76
63.0,210.0,1.1787813530906192e-75,3.226372426954785e-77
63.0,211.5,8.877448169005855e-77,2.3942256859798773e-78
63.0,213.0,6.561570223285948e-78,1.7438898444173763e-79
63.0,214.5,4.7598621713489806e-79,1.2467461894754329e-80
63.0,216.0,3.388832564932728e-80,8.748704075775577e-82
63.0,217.5,2.3679750754970303e-81,6.0258413349864196e-83
63.0,219.0,1.6239682276573413e-82,4.0738171309104464e-84
63.0,220.5,1.0930836149060351e-83,2.7033158871505534e-85
63.0,222.0,7.221155979830716e-85,1.760779685124341e-86
63.0,223.5,4.682087709560031e-86,1.1257130310147773e-87
63.0,225.0,2.979571379587136e-87,7.064253667510596e-89
63.0,226.5,1.8610214767437712e-88,4.351332089177983e-90
63.0,228.0,1.14086482341612e-89,2.6308550759064396e-91
63.0,229.5,6.864422993828681e-91,1.5613193395131214e-92
63.0,231.0,4.053803708751144e-92,9.095110999395876e-94
63.0,232.5,2.3496975745623645e-93,5.2005229188928334e-95
63.0,234.0,1.336760168590183e-94,2.9188382688989706e-96
63.0,235.5,7.46429774616807e-96,1.6080452912929377e-97
63.0,237.0,4.090910273200023e-97,8.695867893581914e-99
63.0,238.5,2.2006352163763e-98,4.615886763205817e-100
63.0,240.0,1.1619161434580823e-99,2.4050605757013924e-101
63.0,241.5,6.021457224288031e-101,1.2300609065312571e-102
63.0,243.0,3.062879701325933e-102,6.17529853743942e-104
63.0,244.5,1.529188984470643e-103,3.0431336294664244e-105
63.0,246.0,7.49370499890282e-105,1.4720302942826845e-106
63.0,247.5,3.604437562702403e-106,6.989498594055559e-108
63.0,249.0,1.7017083349234653e-107,3.257689521752327e-109
63.0,250.5,7.885706692642649e-109,1.4904196045533993e-110
63.0,252.0,3.5867830169071437e-110,6.693347377322116e-112
63.0,253.5,1.6013255964683142e-111,2.950630498695475e-113
63.0,255.0,7.017222585591741e-113,1.2768021256149e-114
63.0,256.5,3.0183033146991612e-114,5.423383075094514e-116
63.0,258.0,1.2743051263770445e-115,2.2612857034243095e-117
63.0,259.5,5.280775991366486e-117,9.255067043983409e-119
63.0,261.0,2.1480115539459268e-118,3.7182889126444454e-120
63.0,262.5,8.576118306909749e-120,1.466379989365908e-121
63.0,264.0,3.3609408407642353e-121,5.6766236001704896e-123
63.0,265.5,1.2928482139261793e-122,2.1571191972050834e-124
63.0,267.0,4.881477948594896e-124,8.046349639700183e-126
63.0,268.5,1.809142337387667e-125,2.9462157708521534e-127
63.0,270.0,6.581307572067754e-127,1.0589396725952541e-128
63.0,271.5,2.3500118595466045e-128,3.736104169170544e-130
63.0,273.0,8.236574747524533e-130,1.2939212121377128e-131
63.0,274.5,2.833623873605828e-131,4.39883567637746e-133
63.0,276.0,9.568787634668693e-133,1.4679409672322706e-134
63.0,277.5,3.171723564897102e-134,4.808664524883491e-136
63.0,279.0,1.0423278746775871e-135,1.5615843351013238e-137
64.0,0.0,0.30685787900263367,1.717079995960654
64.0,1.5,0.306964962715814,1.7172322231784407
64.0,3.0,0.30755067270426445,1.717642392035057
64.0,4.5,0.30939650820512604,1.7177662905073925
64.0,6.0,0.31373792969699804,1.715083204301337
64.0,7.5,0.32205502501791633,1.7039394754288686
64.0,9.0,0.3356480792271544,1.6786955809687962
64.0,10.5,0.35519178395538675,1.6389739360630449
64.0,12.0,0.38060413766280937,1.5884689048738312
64.0,13.5,0.41120699360681545,1.5296356916855756
64.0,15.0,0.4458525460733489,1.4623463673364057
64.0,16.5,0.48288245920168077,1.3856002172886548
64.0,18.0,0.5200270357116289,1.2987270464461615
64.0,19.5,0.5543711439097887,1.2017489852091043
64.0,21.0,0.5824652627461467,1.0954988399293493
64.0,22.5,0.6006286954812324,0.9816843019250345
64.0,24.0,0.605451436286666,0.862878245853749
64.0,25.5,0.594432068477287,0.7423893185852672
64.0,27.0,0.5666057678808779,0.6239893879506827
64.0,28.5,0.5229601519090264,0.5115161393732442
64.0,30.0,0.46645546020154255,0.4084166740074125
64.0,31.5,0.40157899852874307,0.3173312349749636
64.0,33.0,0.33353407912477173,0.23981618239968802
64.0,34.5,0.26730575404249696,0.1762672850129567
64.0,36.0,0.20688116135220933,0.1260435644251378
64.0,37.5,0.15481641693187584,0.08773566412179151
64.0,39.0,0.11219158230297495,0.05949389812923759
64.0,40.5,0.0788631334674048,0.03933587535058165
64.0,42.0,0.053862403113002194,0.02538147483566589
64.0,43.5,0.0358001903359105,0.01599686609545761
64.0,45.0,0.023189866258879473,0.009855786532585934
64.0,46.5,0.014657879512780227,0.00594011407692132
64.0,48.0,0.009050409020159689,0.0035043803341533995
64.0,49.5,0.00546354288997919,0.002024716784072633
64.0,51.0,0.00322702944347635,0.0011461429322565204
64.0,52.5,0.0018659728459750943,0.0006358951270616592
64.0,54.0,0.0010567715445376161,0.0003458806370149208
64.0,55.5,0.0005863914203497069,0.00018448406710562445
64.0,57.0,0.00031889542592297297,9.650762644045739e-05
64.0,58.5,0.00017000431991088724,4.952188436227612e-05
64.0,60.0,8.885841788695655e-05,2.4929613418813687e-05
64.0,61.5,4.554324379338064e-05,1.2312804009119913e-05
64.0,63.0,2.289198421439794e-05,5.9669688762672295e-06
64.0,64.5,1.1285341609030242e-05,2.8374753639904183e-06
64.0,66.0,5.456925670104431e-06,1.3240767650378448e-06
64.0,67.5,2.5882601707948045e-06,6.063372794214466e-07
64.0,69.0,1.2042437977373356e-06,2.724893882849749e-07
64.0,70.5,5.496472409859733e-07,1.2017961278892032e-07
64.0,72.0,2.461107842942182e-07,5.201966275538042e-08
64.0,73.5,1.0810999629753461e-07,2.2098754216746327e-08
64.0,75.0,4.659074204030105e-08,9.21378863627544e-09
64.0,76.5,1.9698835826009292e-08,3.770374320751924e-09
64.0,78.0,8.171394085118735e-09,1.5142972818431996e-09
64.0,79.5,3.325623203187399e-09,5.969283581679169e-10
64.0,81.0,1.3279359855450075e-09,2.3095161933961826e-10
64.0,82.5,5.202520496958824e-10,8.770217823139876e-11
64.0,84.0,1.9998061713680598e-10,3.2688330339516713e-11
64.0,85.5,7.542302642686677e-11,1.1958319888290327e-11
64.0,87.0,2.791040523716089e-11,4.293826225169679e-12
64.0,88.5,1.0133941674412608e-11,1.5132727006251385e-12
64.0,90.0,3.6103096645968273e-12,5.234675250974368e-13
64.0,91.5,1.2620246978187397e-12,1.7773105842348122e-13
64.0,93.0,4.3286453980351315e-13,5.922963358460047e-14
64.0,94.5,1.456800940499832e-13,1.937393777089932e-14
64.0,96.0,4.8107818004419386e-14,6.2201493629559494e-15
64.0,97.5,1.5588397258075704e-14,1.9601470281684202e-15
64.0,99.0,4.956335330657258e-15,6.062925413663386e-16
64.0,100.5,1.5463090903750182e-15,1.8406971267522938e-16
64.0,102.0,4.733815237032763e-16,5.4851656248841734e-17
64.0,103.5,1.4220294368408903e-16,1.6043725418552237e-17
64.0,105.0,4.1917083166332454e-17,4.6060592413284364e-18
64.0,106.5,1.2124436962207006e-17,1.2979662737001363e-18
64.0,108.0,3.4413038515865592e-18,3.5901092429096386e-19
64.0,109.5,9.584693318548323e-19,9.746823048178732e-20
64.0,111.0,2.619570060916564e-19,2.597350003078608e-20
64.0,112.5,7.025564761128142e-20,6.793767626615724e-21
64.0,114.0,1.8489906604254972e-20,1.7442333422359097e-21
64.0,115.5,4.775218751783813e-21,4.395548344215741e-22
64.0,117.0,1.2102071876995973e-21,1.0872691050321677e-22
64.0,118.5,3.009794982177616e-22,2.6398393972863947e-23
64.0,120.0,7.345606464360219e-23,6.2912281147756516e-24
64.0,121.5,1.7592792945565814e-23,1.47167481997905e-24
64.0,123.0,4.134863251191553e-24,3.379152982262261e-25
64.0,124.5,9.536951563509768e-25,7.615957649117878e-26
64.0,126.0,2.1586533883485075e-25,1.6848568185819373e-26
64.0,127.5,4.794949216672826e-26,3.658680364311942e-27
64.0,129.0,1.0452392885914957e-26,7.798483244632173e-28
64.0,130.5,2.236046933743871e-27,1.6316284568771402e-28
64.0,132.0,4.6944254262261415e-28,3.350882029867735e-29
64.0,133.5,9.672153566674682e-29,6.75499553234065e-30
64.0,135.0,1.955716974915413e-29,1.3366583306285331e-30
64.0,136.5,3.8809119385309644e-30,2.596250287244511e-31
64.0,138.0,7.558043966924372e-31,4.949996966769129e-32
64.0,139.5,1.4445606064475786e-31,9.263966791031879e-33
64.0,141.0,2.709665840712863e-32,1.7018614997910646e-33
64.0,142.5,4.988295949848916e-33,3.068938045508483e-34
64.0,144.0,9.012558272940274e-34,5.432381452813396e-35
64.0,145.5,1.5981084669198755e-34,9.439134999173586e-36
64.0,147.0,2.781183259446848e-35,1.609961688474759e-36
64.0,148.5,4.750300060870381e-36,2.69551602045866e-37
64.0,150.0,7.96312362136928e-37,4.430094371925194e-38
64.0,151.5,1.310146146696785e-37,7.147108904915259e-39
64.0,153.0,2.1155962764066873e-38,1.1318682630823134e-39
64.0,154.5,3.352937811616912e-39,1.7595886348527048e-40
64.0,156.0,5.215557585653288e-40,2.685208036412701e-41
64.0,157.5,7.962719499149725e-41,4.022518169810905e-42
64.0,159.0,1.1931921715223618e-41,5.915250714181099e-43
64.0,160.5,1.754892646561654e-42,8.538963589708509e-44
64.0,162.0,2.533289150925048e-43,1.2100291775001958e-44
64.0,163.5,3.5893506351854135e-44,1.683243813686745e-45
